小马宝莉 友谊的魔力 第七季,149.9万,9.7,1356,2017年4月15日,['魔法'],5.1万,24.8万,"已完结, 全26话",0,,编剧：Lauren Faust，Amy Keating Rogers，M. A. Larson，Meghan McCarthy，Cindy Morrow，Charlotte Fullerton，Merriwether Williams，Chris Savino，Dave Polsky\n角色设计：Lauren Faust\n音乐：Daniel Ingram，  William Kevin Anderson\n导演：Jayson Thiessen，James Wootton\n制片：DHX Media\u002FVancouver Hasbro Studios
打工小哥,150万,9.5,841,2018年1月5日,['原创'],8501,12.6万,"已完结, 全13话",0,茶虎泽Tapio:富田健太郎\nRoshi原Kue彦:溝口琢矢\n不能叫名字的那个动物:杉田智和\nPekko:井上ほの花\nKue彦的母亲:井上喜久子\nSuko山前辈:細谷佳正\n灵猫川前辈:榎木淳弥\nArupa院前辈:太田将熙\n象林前辈:武内駿輔,原作：宇佐義大、Good Smile Company\n导演：高嶋友也\n人物设定：小田ハルカ\n脚本：熊本浩武\n音乐：R・O・N\n系列构成：宇佐義大\n动画制作：Tomovies
ISUCA,151.6万,6.5,628,2015年1月23日,"['热血', '奇幻', '校园', '战斗']",7万,22.8万,"已完结, 全10话",0,岛津朔邪：木户衣吹\n浅野真一朗：河本启佑\n岛津须世璃：M·A·O\n玉子：佐土原香织\n相马抚子：藏合纱惠子\n相马茉莉：小日向茜\n文月：幸田梦波\n奏绘：布里德卡特·塞拉·惠美\n依丝卡：藤村步,原作：高桥脩\n监督：岩永彰\n系列构成：铃木雅词\n角色设计：秋山由树子\n妖魔设计：久我嘉辉\n美术监督：高桥麻穗\n色彩设计：上谷秀夫\n总作画监督：一居一平\n音响监督：清水胜则\n音乐制作：MAGES.\n特殊效果：福田直征\n动作监修：宇佐美皓一\n剪辑：濑山武司\n动画制作：Arms
11eyes,152.5万,5.8,423,2009年10月6日,[''],5.6万,16.7万,"已完结, 全12话",0,リゼット・ヴェルトール：新名彩乃\n照屋匡：根本幸多\n奈月香央里：水橋かおり\n赤岭彩子：たかはし智秋\n百野栞：萩原えみこ\n田岛贤久：森久保祥太郎\n広原雪子：壱智村小真\n橘菊理：力丸乃りこ\n草壁美铃：..,原作： Lass\n导演： 下田正美\n分镜： 福島宏之、そ～とめこういちろう、博多正寿\n演出： そ～とめこういちろう、秦義人\n人物设定： 原将治\n系列构成： 金巻兼一\n第二原画： 清水昌之\n主题歌编曲： Tatsh\n主题歌作曲： Tatsh\n主题歌作词： 彩音\n主题歌演出： 彩音、Asriel\n制片人： 伊藤誠\n动画制作： 動画工房
跟班×服务,153.1万,9.6,934,2013年7月4日,"['萌系', '搞笑', '日常', '声控']",19.5万,16.3万,"已完结, 全13话",0,山神露西…(略)：茅野愛衣\n长谷部丰：鈴木達央\n三好纱耶：中原麻衣\n千早恵：豊崎愛生\n一宫大志：櫻井孝宏\n一宫塔子：大久保瑠美\n田中奶奶：高橋美佳子\n百井花音：日高里菜\n田中让二：柿原徹也\n,脚本：下山健人\n导演：山本靖貴\n作画監督：西村元秀、井野真理恵、小林由美、服部憲知、柳田義明、西位輝実、荒尾英幸、土田仁亜、北村友幸、國行由里江、佐藤麻里那、徳田夢之介、玉利和枝、小澤円、薗部あい子、山野雅明、小倉典子\n絵コンテ：西本由紀夫、阿部記之、渡辺了、山本里織、青山弘、田所修、大原実\n原作：高津カリノ\n演出：間島崇寛、山本靖貴、黒柳トシマサ、松林唯人\n分镜：西本由紀夫、阿部記之、山本靖貴、青山弘、黒柳トシマサ、大原実\n音响： HALF H・P STUDIO\n制作： スクウェア・エニックス\n音乐制作： Aniplex\n动画制作： A-1 Pictures\n别名： 爆趣乡公所\nServant×Service\n官方网站： http：\u002F\u002Fwww.servantservice.org\u002F
大家集合！Falcom学园 2期,153.3万,,,2015年1月4日,"['日常', '泡面']",1.1万,2.4万,"已完结, 全12话",0,    亚特鲁·克里斯汀：梶裕贵\n    约修亚：斋贺光希\n    达尔克·法克特：兴津和幸\n    缇欧：水桥香织\n    艾丝蒂尔：神田朱未\n    拉皮：进藤尚美\n    黎恩·施瓦茨：内山..,原案：Falcom\n原作：新久保大辅\n监督：ぴっぷや\n剧本：山下宪一\n角色设计、作画监督：青叶水木\n制作：Chara-Ani、DAX Production\n别名： 大家集合！Falcom学园 SC\n官方网站： http：\u002F\u002Fwww.fal-gaku.com\u002Fspecial\u002F\n播放电视台： TOKYO MX\n其他电视台： サンテレビ\n播放结束： 2015年3月22日
×××HOLiC·继,153.7万,9.8,1268,2008年4月3日,['奇幻'],3.8万,85.2万,"已完结, 全13话",0,壹原侑子：大原さやか\n四月一日君寻：福山潤\n百目鬼静：中井和哉\n九轩葵：伊藤静\n五月七日小羽：日高里菜\n多露：望月久代\n全露：こじまかずこ\n雨童女：矢島晶子\n座敷童子：武藤寿美,监督：水島努\n原作：CLAMP\n脚本：谷村大四郎、水島努、横手美智子、平见瞠、樱井圭记\n演出：山本靖貴、渡辺正彦\n分镜：山本靖貴、水島努\n系列构成：横手美智子、大川绯芭（CLAMP）、大川七瀬\n人物设定：黄濑和哉\n美术监督：小仓宏昌\n作画监督：黄瀬和哉\n背景美术：小倉工房\n音响监督：若林和弘\n音乐：S.E.N.S.\n动画制作： Production I.G
星梦手记,155.2万,,,2016年10月3日,"['科幻', '偶像', '励志', '原创']",3.8万,10.3万,"已完结, 全12话",0,林薇薇：丰田萌绘\n服部惺梛：早濑莉花\n早川心樱：木村优\n梶原未来：相良茉优\n罗雨照：青木琉璃子\n星七海：小原莉子\n白雪翔子：水树奈奈\n片冈宗一郎：さかき孝辅\n安川凑：刘婧荦\n安川美波：高垣彩阳\n速..,监督：菊池胜也\n系列构成、剧本：大野木宽\n角色设计、总作画监督：奥山铃奈\n角色设计原案： Graphinica\n美术背景：TEZUKA Production\n3DCG动画：TETRA\n音响监督：横田知加子\n音响制作：Glovision\n动画制作：SEVEN・ARCS・PICTURES Co.、Ltd
寻找失去的未来,155.5万,9.0,742,2014年10月4日,"['校园', '穿越']",6万,25.8万,"已完结, 全12话",0,古川优衣：友永朱音\n秋山奏：寺島拓篤\n佐佐木佳织：高田初美\n支仓爱理：瑞沢渓\n华宫凪沙：民安ともえ\n長船・KENNY・英太郎：山口勝平\n,脚本：高橋龍也、村井さだゆき\n导演：細田直人\n原作：TRUMPLE\n人物原案：深崎暮人、黒谷忍\n演出：岩崎光洋\n分镜：岩崎光洋\n音乐：羽鳥風画\n
不可思议星球的双胞胎公主,155.8万,9.4,290,2005年4月2日,"['奇幻', '少女', '魔法']",9.8万,12.2万,"已完结, 全51话",0,若吉：升望\n艾丽莎贝塔：丸山优子\n莎莎：川崎惠理子\n嘉娜：大浦冬华\n希芬：加藤英美里\n多玛：立花慎之介,脚本：高橋ナツコ\n导演：河本昇悟\n分镜构图：清水貴子\n系列构成：中瀬理香\n演出：則座誠、小野勝巳、水本葉月\n分镜：小野勝巳\n音乐：中川幸太郎\n
UN-GO  因果论 ,155.8万,9.5,526,2011年10月13日,"['奇幻', '智斗', '推理']",4.4万,15.2万,"已完结, 全11话",0,结城新十郎：勝地涼\n因果：豊崎愛生\n海胜梨江：山本希望\n海胜麟六：三木眞一郎\n虎山泉：本田貴子\n速水星玄：入野自由\n佐佐风守：松本まりか\n别天王：,原作： 坂口安吾\n导演： 水島精二\n脚本： 會川昇\n分镜： 増井壮一\n演出： 浅井義之、和田純一\n音乐： NARASAKI\n人物原案： 高河ゆん、pako\n人物设定： やぐちひろこ\n美术监督： 脇威志\n色彩设计： 中山しほ子\n总作画监督： やぐちひろこ\n作画监督： 藤井慎吾\n道具设计： 宮本崇\n原画： 崎山北斗、小松勇輝\n背景美术： 宮本崇\n剪辑： 吉武将人\n音响监督： 三間雅文\n动画制作： BONES
彩云国物语,155.9万,9.5,515,2006年4月8日,"['奇幻', '少女', '声控', '小说改']",6万,15.3万,"已完结, 全39话",0,红秀丽：桑島法子\n紫刘辉：関智一、岡村明美\n茈静兰：緑川光\n紅邵可：池田秀一\n黄奇人：中田和宏\n浪燕青：伊藤健太郎\n茶朔洵：子安武人\n香铃：仙台エリ,原作：雪乃紗衣\n监督：宍戸淳\n脚本：ふでやすかずゆき、砂山蔵澄\n分镜：伊藤智彦、高橋丈夫\n人物原案：由羅カイリ\n人物设定：大島美和\n色彩设计：田中千春\n作画监督：前田達之\n音乐：梁邦彦\n音响监督：藤山房伸\n摄影监督：松井伸哉\n动画制作：MADHOUSE
食梦者。3,156万,9.8,1829,2012年10月6日,"['日常', '热血', '励志', '职场']",7.5万,32.7万,"已完结, 全25话",0,真城最高：阿部敦\n高木秋人：日野聪\n亚豆美保：早见沙织\n见吉香耶：矢作纱友里\n新妻英二：冈本信彦\n亚豆美雪：井上喜久子\n福田真太：诹访部顺一\n中井拓朗：志村知幸\n苍树红：川澄绫子\n平丸一也：森田成一\n七峰透：立花慎之介\n岩瀬爱子：藤村歩\n服部哲：利根健太朗\n服部雄二郎：野岛裕史\n小杉达朗：梶裕贵\n瓶子副编集长：川田绅司\n佐々木编集长：堀内贤雄\n川口太郎（真城信弘）：浜田贤二,原作：大场鸫、小畑健\n监督：笠井贤一、秋田谷典昭\n系列构成：吉田玲子\n脚本：吉田玲子、水上清资、上代务、绫奈ゆにこ\n人物设定：下谷智之\n美术监督：柴田千佳子\n色彩设计：店桥真弓\n摄影监督：岩井和也\n音乐：Audio Highs\n音乐监督：渡辺淳\n动画制作：J.C.STAFF\n制作统括：斉藤健治、野岛正宏、根岸智也\n制作：NHK Production\n制作·著作：NHK、小学馆集英社制片
最游记,156万,9.7,252,2000年4月4日,"['奇幻', '热血', '架空', '冒险']",10.8万,13.7万,"已完结, 全50话",0,孙悟空：保志総一朗\n玄奘三藏：関俊彦\n沙悟净：平田広明\n猪八戒：石田彰\n红孩儿：草尾毅\n八百鼠：皆口裕子\n李厘：茂呂田かおる\n焰：森川智之,脚本：大和屋暁\n导演：伊達勇登\n原作：峰倉かずや\n分镜：熊谷雅晃、京田知己、岡嶋国敏、むらた雅彦、小坂春女、山崎たかし
地狱少女 二笼,156.2万,9.8,1088,2006年10月7日,['原创'],5.7万,160.5万,"已完结, 全26话",1,骨女：本田贵子\n一目连：松风雅也\n轮入道：菅生隆之\n阎魔爱：能登麻美子\n菊里：酒井香奈子\n人面蜘蛛：柴田秀胜\nあいの祖母：松岛荣利子\n柴田つぐみ：水树奈奈,原案：渡边浩\n原作：地狱少女PROJECT\n监督：大森贵弘\n系列构成：金巻兼一\n角色设计：冈真里子\n美术监督：小木斉之\n音乐：高梨康治、水谷广实\n动画制作：Studio DEEN
Free! -Eternal Summer-,156.5万,9.7,1088,2014年7月2日,"['校园', '运动']",12.5万,109.5万,"已完结, 全13话",0,七濑遥：松元恵 \u002F 岛﨑信长\n松冈凛：渡边明乃 \u002F 宫野真守\n橘真琴：ゆきのさつき \u002F 铃木达央\n叶月渚：代永翼 \u002F 佐藤聪美\n龙崎怜：平川大輔\n,原案：おおじこうじ「ハイ☆スピード!」（第2回京都アニメーション大賞奨励賞作品）\n导演：内海紘子\n脚本：西岡麻衣子 \u002F 石川知佳 \u002F 横谷昌宏\n分镜：内海紘子 \u002F 山田尚子 \u002F 石原立也 \u002F 雪村愛 \u002F 北之原孝將 \u002F 河浪栄作 \u002F 小川太一 \u002F 山村卓也\n音乐：加藤達也\n人物设定：西屋太志\n系列构成：横谷昌宏\n美术监督：鵜ノ口穣二\n色彩设计：米田侑加\n总作画监督：西屋太志\n作画监督：池田和美 \u002F 丸木宣明 \u002F 池田晶子 \u002F 引山佳代 \u002F 西屋太志 \u002F 秋竹斉一 \u002F 植野千世子 \u002F 門脇未来\n摄影监督：髙尾一也\n道具设计：秋竹斉一\n动画制作：京都アニメーション（京都动画） \u002F アニメーションDo（Animation Do）
食梦者。2,157.9万,9.7,1006,2011年10月1日,"['日常', '热血', '励志', '职场']",7.8万,32.7万,"已完结, 全25话",0,真城最高：阿部敦\n高木秋人：日野聪\n亚豆美保：早见沙织\n见吉香耶：矢作纱友里\n新妻英二：冈本信彦\n亚豆美雪：井上喜久子\n福田真太：诹访部顺一\n中井拓朗：志村知幸\n苍树红：川澄绫子\n平丸一也：森田成一\n七峰透：立花慎之介\n岩瀬爱子：藤村歩\n服部哲：利根健太朗\n服部雄二郎：野岛裕史\n小杉达朗：梶裕贵\n瓶子副编集长：川田绅司\n佐々木编集长：堀内贤雄\n川口太郎（真城信弘）：浜田贤二,原作：大场鸫、小畑健\n监督：笠井贤一、秋田谷典昭\n系列构成：吉田玲子\n脚本：吉田玲子、水上清资、上代务、绫奈ゆにこ\n人物设定：下谷智之\n美术监督：柴田千佳子\n色彩设计：店桥真弓\n摄影监督：岩井和也\n音乐：Audio Highs\n音乐监督：渡辺淳\n动画制作：J.C.STAFF\n制作统括：斉藤健治、野岛正宏、根岸智也\n制作：NHK Production\n制作·著作：NHK、小学馆集英社制片
青春歌舞伎,158.7万,9.0,174,2017年4月7日,"['校园', '社团', '励志']",3.8万,16.1万,"已完结, 全12话",0,来栖黑悟：市川太一\n村濑蜻蜓：梅原裕一郎\n阿久津新：逢坂良太\n蛯原仁：河西健吾\n丹羽花满：島﨑信長\n浅葱芳：甲斐田裕子\n蛇之目丸子：内山夕実\n三轮山梨里：朝井彩加\n数马克己：山本和臣,导演：米田和弘\n人物设定：まじろ\n原作：榎田尤利\n人物原案：CLAMP\n系列构成：中村能子\n色彩设计：桂木今里\n美术监督：三宅昌和、佐南友理\n音乐：横山克\n
美男高校地球防卫部LOVE！LOVE！,159.7万,9.1,182,2016年7月8日,"['搞笑', '校园', '战斗']",14.5万,25.2万,"已完结, 全12话",1,箱根有基：山本和臣\n由布院烟：梅原裕一郎\n鬼怒川热史：西山宏太朗\n鸣子硫黄：白井悠介\n藏王立：增田俊树\n翁巴特：麦人\n箱根强罗：杉田智和\n有马熏：福山润\n草津锦史郎：神谷浩史\n下吕阿古哉：寺岛拓笃..,原作：马谷くらり\n监督：高松信司\n系列构成：横手美智子\n概念设计：宫胁千鹤\n角色设计：原由美子\n次要角色&道具设计：宫川知子\n总作画监督：宫川知子、高桥敦子\n美术监督：武藤正敏\n色彩设计：津守裕子\n摄影监督：田中博章\n编辑：小岛俊彦\n音乐：yamazo\n音乐制作：PONY CANYON\n音响监督：高松信司\n制作：STUDIO COMET
头文字D Third Stage,160.6万,9.5,262,2001年1月13日,['运动'],6.1万,37.9万,"已完结, 全1话",0,藤原拓海：三木眞一郎\n池谷浩一郎：矢尾一樹\n高桥凉介：子安武人\n高橋啓介：関智一\n武内樹：岩田光央\n茂木夏树：川澄綾子\n,人物设定：佐藤和巳\n音响监督：三間雅文\n原作：しげの秀一\n色彩设计：松本真司\n分镜：影山楙倫\n动画制作：Studio DEEN\n美术监督：宮前光春\n音乐：勝又隆一\n
鲁邦三世 第二期,160.9万,9.5,320,1977年10月3日,"['时泪', '搞笑', '热血']",3.8万,20.8万,"已完结, 全155话",0,鲁邦三世：山田康雄\n次元大介：小林清志\n石川五右卫门：大冢周夫\n峰不二子：二阶堂有希子\n钱形幸一：纳谷悟朗,脚本：宮崎駿\n分镜构图：葛岡博\n系列构成：大和屋竺\n演出：宮崎駿、西牧秀夫\n作画监督：丹内司\n分镜：宮崎駿、西牧秀夫\n音乐：大野雄二\n
爱丝卡与罗吉的工作室 黄昏之空的炼金术士,162.3万,9.0,222,2014年4月10日,"['奇幻', '治愈', '少女', '架空']",6.3万,10万,"已完结, 全12话",0,爱丝卡·玫莉耶：村川梨衣\n罗吉库斯·菲库沙里欧：石川界人\n薇尔贝儿·沃·耶斯礼特：瀬戸麻沙美\n琳卡：小清水亜美\n玛丽翁·昆恩：植田佳奈\n妮欧·阿尔吐鲁：伊瀬茉莉也\n露西儿·耶鲁内拉：本多真梨子\n卡..,原作：ガスト\n监督：岩崎良明\n脚本：高橋龍也、冨田頼子、浦畑達彦\n分镜：中野英明、サトウシンジ、田所修\n演出：サトウシンジ\n系列构成：浦畑達彦\n人物原案：左\n人物设定：中野圭哉\n美术监督：柴田千佳子\n色彩设计：松岡球江\n音乐：浅野隼人、柳川和樹\n音响监督：明田川仁\n摄影监督：赤松康裕\n剪辑：後藤正浩\n动画制作：Studio五組
募恋英雄,163.5万,8.8,436,2019年10月7日,"['游戏改', '恋爱', '乙女', '职场']",1.1万,14.5万,"连载中, 每周一 23:00更新",1,泉玲：村井美里 \n青山树：杉田智和\n今大路峻：浪川大辅\n夏目春：梶裕贵\n关大辅：前野智昭\n渡部悟：鸟海浩辅\n由井孝太郎：花江夏树\n荒木田苍生：高冢智人\n朝雾司：柿原彻也\n服部耀：江口拓也\n菅野夏树：山谷祥生\n桧山贵臣：白井悠介\n神乐亚贵：山下诚一郎\n槙庆太：八代拓\n大谷羽鸟：内田雄马\n都筑京介：西山宏太朗\n都筑诚：武内骏辅\n山崎要：山下大辉\n桐岛宏弥：中岛良树\n九条壮马：泽城千春\n宫濑豪：梅原裕一郎\n新堂清志：增田俊树,原作：coly\n监督：山本秀世\n总编剧：ハラダサヤカ\n剧本顾问：蓝田创\n角色设计：高山由江\n音乐：fox capture plan\n动画制作：M.S.C
暴力宇宙海贼,164.2万,9.6,299,2012年1月7日,"['科幻', '战斗', '日常']",7.5万,4.2万,"已完结, 全26话",0,加藤茉莉香：小松未可子\n栗原千明：花澤香菜\n肯·麦克德加尔：松風雅也\n米莎·金活：伊藤静\n琳·兰美达：日笠陽子\n莉莉·贝尔：佐藤聡美\n星宫爱：茅野愛衣\n杰妮·德里特尔：佐藤利奈\n格里埃尔·塞雷尼提..,原作：笹本祐一\n监督：佐藤竜雄\n脚本：水野健太郎、宮崎真一、伊藤美智子、佐藤竜雄\n分镜：水本葉月、小野勝巳、西村聡\n演出：羽多野浩平、近藤一英、大脊戸聡\u2028、水本葉月\n系列构成：佐藤竜雄\n人物原案：安田朗\n人物设定：竹内浩志\n美术监督：伊藤聖\n色彩设计：谷本千絵\n机械设定：鈴木雅久、寺岡賢司、河森正治、鷲尾直広、宮崎真一\n总作画监督：竹内浩志\n作画监督：福島豊明、山村俊了、今西亨\n音乐：Elements Garden\n音响监督：明田川仁\n摄影监督：山根裕二郎\n动画制作：サテライト
恋爱随意链接,164.5万,9.5,5926,2012年7月7日,"['日常', '少女', '校园', '小说改']",12.9万,54.9万,"已完结, 全17话",0,八重樫太一：水島大宙\n永濑伊织：豊崎愛生\n稻叶姬子：沢城みゆき\n桐山唯：金元寿子\n青木义文：寺島拓篤\n永濑玲佳：田中敦子\n桐山杏：佐倉綾音\n八重樫莉奈：大亀あすか\n后藤龙善：藤原啓治,监督：川面真也\n脚本：志茂文彦\n演出：川面真也、玉村仁、神保昌登、永岡智佳、福多潤、平田豊、山口頼房、黒川智之\n分镜：阿部記之、イシグロキョウヘイ、二瓶勇一、細田直人、花札虎南、島津裕行、黒川智之\n人物原案：堀口悠紀子\n人物设定：赤井俊文\n系列构成：志茂文彦\n美术监督：松浦隆弘\n色彩设计：木幡美雪\n作画監督：本田辰雄、竹森由加、服部憲知、大島美和\n音乐：三澤康広\n音响监督：亀山俊樹\n摄影监督：山田和弘\n剪辑：吉武将人\n动画制作：SILVER LINK.
高校星歌剧 第三季,166.1万,9.5,939,2019年7月1日,"['原创', '音乐', '偶像', '声控']",2万,28.9万,"已完结, 全12话",0,星谷悠太：花江夏树\n那雪透：小野贤章\n月皇海斗：朗斯贝里·亚瑟\n天花寺翔：细谷佳正\n空闲愁：前野智昭\n辰己琉唯：冈本信彦\n申渡荣吾：内田雄马\n戌峰诚士郎：兴津和幸\n虎石和泉：KENN\n卯川晶：松冈祯丞\n扬羽陆：岛崎信长\n蜂矢聪：高梨谦吾\n北原廉：梅原裕一郎\n南条圣：武内骏辅\n四季斗真：浪川大辅\n冬泽亮：齐藤壮马\n春日野诗音：山下大辉\n入夏将志：逢坂良太\n千秋贵史：小西克幸,导演：多田俊介\n人物设定：渡辺亜彩美\n系列构成：ハラダサヤカ\n动画制作：C-Station\n音乐：Ken Arai\n
小马宝莉 友谊的魔力 第八季,166.4万,9.6,745,2018年12月4日,[''],3.9万,24.8万,"已完结, 全26话",0,Twilight Sparkle：Tara Strong\nRainbow Dash：Ashleigh Ball\nApple Jack：Ashleigh Ball\nRarity：Tabitha St..,编剧：Lauren Faust，Amy Keating Rogers，M. A. Larson，Meghan McCarthy，Cindy Morrow，Charlotte Fullerton，Merriwether Williams，Chris Savino，Dave Polsky\n角色设计：Lauren Faust\n音乐：Daniel Ingram，  William Kevin Anderson\n导演：Jayson Thiessen，James Wootton\n制片：DHX Media\u002FVancouver Hasbro Studios
战斗之魂 第七季,166.5万,,,2015年4月2日,"['少儿', '热血']",2万,1.6万,"已完结, 全51话",0,,
他和她的故事,167.4万,9.5,406,1998年10月2日,"['恋爱', '少女', '日常']",6.5万,13.4万,"已完结, 全26话",0,有馬総一郎：鈴木千尋\n宮沢雪野：榎本温子\n宮沢洋之：草尾毅\n宮沢月野：渡邉由紀\n浅葉秀明：私市淳\n芝姫つばさ：新谷真弓\n井泽真秀：野田順子\n池田一马：石田彰\n佐仓椿：千葉紗子\n,脚本：庵野秀明、今石洋之、佐伯昭志、佐藤竜雄\n导演：庵野秀明\n原作：津田雅美\n分镜：今石洋之、平松禎史、鶴巻和哉\n音乐：鷺巣詩郎\n人物设定：平松禎史\n美术监督：佐藤勝\n色彩设计：高星晴美\n总作画监督：平松禎史\n作画监督：平松禎史、今石洋之、鶴巻和哉、藤井昌宏、高橋裕一、伊東伸高、平岡正幸、中山由美、高村和宏\n摄影监督： 黒澤豊
献给某飞行员的恋歌,168万,8.8,288,2014年1月6日,"['科幻', '少女', '小说改', '架空']",5.8万,8.2万,"已完结, 全13话",0,艾黎儿·阿巴斯：竹達彩奈\n克莉亚·库鲁斯：悠木碧\n卡路儿·阿巴斯：花江夏樹\n沃夫冈·鲍曼：丹沢晃之\n奈奈子·花琦：南條愛乃\n莎朗·摩科丝：早見沙織\n千春·得·路西亚：田野アサミ\n光男·福原：浜添伸..,原作：犬村小六\n监督：鈴木利正\n脚本：猪爪慎一、鈴木貴昭、吉田玲子、兵頭一歩\n演出：佐々木純人、さんぺい聖、斉藤啓也\n系列构成：猪爪慎一\n人物原案：森沢晴行\n人物设定：原田大基\n美术监督：加藤靖忠\n作画监督：容洪、垣野内成美\n色彩设计：関本美津子\n机械设定：中谷誠一\n音乐：大谷幸\n音响监督：たなかかずや\n摄影监督：棚田耕平\n动画制作：トムス·エンタテインメント
足球小将 平成版,168.2万,9.3,118,2001年10月8日,"['时泪', '运动', '热血']",1.6万,5.4万,"已完结, 全52话",0,,
东京猫猫,168.3万,9.5,206,2002年4月6日,"['萌系', '奇幻']",8.6万,8.8万,"已完结, 全52话",0,桃宫莓：中島沙樹\n蓝泽薄荷：かかずゆみ\n碧川莴苣：佐久間紅美\n黄步铃：望月久代\n藤原石榴：野田順子\nミュウイチゴ：中島沙樹\nミュウミント：かかずゆみ\nミュウレタス：佐久間紅美\nミュウプリン：望月久代\n,脚本：高橋ナツコ、大和屋暁、十川誠志、田中哲生\n导演：阿部記之\n原作：征海未亚、吉田玲子\n分镜：秋山勝仁、西村聡\n演出：伊達将利、平田豊、中島弘明、松浦錠平、榎本明広、阿部記之、小柴純弥、藤本美樹、谷田部勝義、畠山茂樹\n音乐：根岸貴幸\n人物设定：宇佐美皓一、北山真理\n系列构成：十川誠志\n作画监督：桜井木の実、宇佐美皓一、大西雅也、阿部弘樹、石野聡、実原登、吉本拓二、アベエミコ、三好和也、橋本英樹、高橋資祐、河村明夫、ふかざわまなぶ、中森良治\n摄影监督：福島敏行
CØDE:BREAKER 法外制裁者,168.4万,6.1,481,2012年10月6日,"['科幻', '热血']",3.9万,17.5万,"已完结, 全13话",0,大神零：岡本信彦\n樱小路樱：日笠陽子\n刻：鈴村健一\n藤原宁宁音：ゆかな\n平家将臣：木村昴\n天宝院遊騎：豊永利行\n八王子泪：斎賀みつき\n人见：三木眞一郎\n雪比奈：津田健次郎\n,脚本：入江泰浩\n导演：入江泰浩\n人物设定：秋谷有紀恵\n絵コンテ：入江泰浩、小美野雅彦、迫井政行、小島正幸、坂上一郎\n作画監督：野崎麗子、松尾亜希子、越後光崇、竹内由香里、土屋友次、諸貫哲朗、水樹乃々、まじろ\n原作：上条明峰\n系列构成：入江泰浩\n演出：かおり、菊田幸一、博史池畠、熨斗谷充孝、小美野雅彦、入江泰浩、迫井政行、池畠博史\n分镜：小島正幸\nコード：ブレイカー\n音乐：服部隆之\n
梦幻之星 神谕篇,169.6万,8.5,439,2019年10月7日,"['游戏改', '战斗', '声控', '科幻']",8457,16.5万,"连载中, 每周一 23:00更新",1,亚修：小野大辅\n亚方：下野纮\n玛托伊：佐藤聪美\n锡安：绪方惠美\n路沙：樱井孝宏\n杰诺：木村良平\n艾可：日笠阳子\n哥德哈特：飞田展男\n梅尔冯席娜：花泽香菜\n莉莎：花泽香菜\n库娜：喜多村英梨\n莎拉：植田佳奈\n帕蒂：阿澄佳奈\n蒂亚：井口裕香\n克拉雷斯：悠木碧\n雷吉亚斯：秋元羊介\n玛莉亚：小山茉美,导演: 橘正紀\n脚本: 大野木寛 \u002F 森田繁 \u002F 浅沼文生\n人物设定: 鯉川慎平\n系列构成: 大野木寛\n音响监督: 木村絵理子\n3DCG: Felix Film\n动画制作: GONZO
马达加斯加的企鹅 第一季,170.5万,9.7,256,2010年4月5日,['萌系'],3万,7.4万,"已完结, 全47话",0,,
Infini-T Force,170.5万,9.2,1021,2017年10月4日,"['热血', '战斗']",2.4万,12.7万,"已完结, 全12话",0,鹫尾健：关智一\n南城二：樱井孝宏\n铠武士：铃村健一\n东铁也：齐藤壮马\n界堂笑：茅野爱衣\n拉贾·汗：安元洋贵\n达米安·格雷：平川大辅\n贝儿·琳：花泽香菜\nZ：斧笃,监督：铃木清崇\n系列构成：大野敏哉\n套装、机械设计：中北晃二\n角色原案：大暮维人\n英雄设计原案：佐藤敬一\n制作：龙之子\n3DCG制作：Digital Frontier
灼热乒乓妹,171.4万,9.2,202,2016年10月4日,"['漫画改', '校园', '社团', '运动']",8.1万,7.7万,"已完结, 全12话",1,旋風こより：花守ゆみり\n上矢あがり：田中美海\n天下ハナビ：高野麻里佳\n出雲ほくと：桑原由気\n大宗夢音：今村彩夏\n後手キルカ：東城日沙子\n,导演：入江泰浩\n主题歌演出：Wake Up、Girls!\n摄影监督：木村俊也\n原作：朝野やぐら\n系列构成：倉田英之\n色彩设计：松山愛子\n剪辑：須藤瞳\n美术监督：佐藤勝\n音乐：MONACA\n
飞翔的魔女,171.5万,9.8,4097,2016年4月9日,"['魔法', '日常', '治愈']",4万,24.1万,"已完结, 全12话",0,木幡真琴:篠田みなみ\n仓本圭:菅原慎介\n仓本千夏:鈴木絵理\n千户:茅野愛衣\n犬养:日野まり\n石渡直:三上枝織\n木幡茜:葵井歌菜\n椎名杏子:井口裕香\n肯尼:佐倉綾音,脚本:福田裕子、三重野瞳、江夏由結\n导演:桜美かつし\n原作:石塚千尋\n分镜:篠原正寛、橋本敏一、鈴木健太郎、桜美かつし\n制作:J.C.STAFF
佐賀偶像是傳奇（僅限港澳台地區）,171.6万,9.8,4552,2018年10月5日,"['原创', '搞笑', '偶像']",3.9万,26.2万,"已完结, 全12话",0,巽幸太郎：宮野真守\n源櫻：本渡楓\n二階堂沙希：田野麻美‎\n水野愛：種田梨沙\n紺野純子：河瀨茉希\n夕霧：衣川里佳\n星川莉莉：田中美海\n山田多惠：?\n警察官A：吉野裕行\n羅梅羅：高戶靖廣,原作：廣報廣聽課殭屍系\n監督：境宗久\n系列構成：村越繁\n角色設計：深川可純\n美術監督：小倉一男\n攝影監督：柳田貴志\n色彩設計：佐佐木梓\n編輯：後藤正浩\n音樂：高梨康治\n音樂製作：avex pictures\n音響監督：境宗久\n音響製作：dugout\n動畫製作：MAPPA
